user_id,prosthesis_type,muscle_group,signal_frequency,signal_duration,signal_amplitude,signal_time
740,arm,Triceps,94,3547,2.55,2025-02-13 15:02:31
959,leg,Deltoid,68,4686,2.21,2025-02-16 08:06:09
4,leg,Quadriceps,51,3973,0.76,2025-02-26 12:04:58
114,leg,Triceps,448,3112,3.79,2025-02-12 11:30:27
497,leg,Biceps,338,873,2.53,2025-02-25 22:01:37
448,hand,Biceps,58,4195,4.48,2025-03-11 15:58:18
676,arm,Deltoid,347,4320,4.67,2025-03-14 08:11:28
526,leg,Gastrocnemius,147,1402,3.35,2025-03-07 01:48:13
406,arm,Triceps,355,657,3.69,2025-03-16 10:52:42
549,hand,Hamstrings,319,836,4.31,2025-03-20 09:55:01
993,leg,Deltoid,236,557,1.15,2025-03-29 22:11:25
685,arm,Hamstrings,190,3792,3.94,2025-02-07 02:51:36
623,hand,Deltoid,89,3336,1.4,2025-03-09 01:41:11
318,hand,Hamstrings,222,4083,0.98,2025-02-18 17:04:39
476,leg,Quadriceps,460,2681,2.91,2025-02-23 12:16:51
894,arm,Hamstrings,277,2467,2.72,2025-02-28 17:06:05
386,hand,Biceps,453,4387,2.12,2025-02-28 15:24:34
118,hand,Triceps,271,3912,2.35,2025-02-02 03:01:54
688,hand,Gastrocnemius,122,2007,0.85,2025-03-24 14:45:22
340,arm,Quadriceps,493,2707,3.34,2025-02-03 21:06:49
540,leg,Deltoid,80,2098,3.34,2025-03-02 07:37:30
914,hand,Hamstrings,424,1545,2.22,2025-03-05 21:03:20
529,leg,Hamstrings,224,3412,1.93,2025-03-27 09:31:09
133,leg,Quadriceps,300,3087,2.12,2025-02-18 02:08:11
43,hand,Gastrocnemius,420,1513,1.82,2025-03-18 02:43:45
679,hand,Triceps,490,4355,0.64,2025-02-18 03:54:48
328,hand,Hamstrings,214,3612,3.1,2025-02-11 18:02:47
322,hand,Biceps,421,4360,4.19,2025-03-12 19:59:21
514,arm,Quadriceps,368,4740,4.44,2025-03-07 00:42:14
557,hand,Biceps,411,2111,3.72,2025-03-31 11:13:19
390,leg,Quadriceps,168,3611,3.18,2025-03-06 08:15:29
241,arm,Gastrocnemius,301,894,4.62,2025-02-16 08:06:08
477,arm,Biceps,274,2194,2.76,2025-02-25 06:35:30
759,leg,Deltoid,247,4863,2.4,2025-03-02 21:39:11
744,hand,Triceps,469,4819,2.46,2025-02-07 13:49:11
619,leg,Hamstrings,140,1902,1.54,2025-03-24 04:11:06
40,hand,Hamstrings,148,1291,1.82,2025-02-19 12:54:35
894,hand,Biceps,394,3623,2.58,2025-02-10 13:28:46
963,leg,Triceps,421,967,2.46,2025-03-19 00:53:34
429,leg,Deltoid,186,4456,3.82,2025-02-25 12:00:15
981,arm,Deltoid,338,563,1.06,2025-02-20 07:04:53
54,hand,Biceps,235,1237,3.1,2025-02-04 13:03:50
664,arm,Hamstrings,105,1614,2.58,2025-03-24 10:10:46
809,leg,Gastrocnemius,65,4514,0.94,2025-03-19 02:47:58
334,hand,Biceps,126,3176,1.78,2025-02-06 06:30:35
728,leg,Biceps,392,3263,0.97,2025-03-22 21:49:27
635,hand,Hamstrings,452,3283,1.55,2025-02-09 07:35:20
379,arm,Biceps,374,1721,2.78,2025-03-08 01:55:11
450,arm,Gastrocnemius,331,3433,0.81,2025-03-15 11:44:47
24,leg,Deltoid,123,4726,4.19,2025-02-18 22:17:11
373,hand,Hamstrings,242,2500,2.06,2025-03-21 09:05:05
447,arm,Biceps,346,2873,1.02,2025-02-21 06:24:28
292,leg,Gastrocnemius,491,1629,0.84,2025-03-29 06:24:30
15,hand,Biceps,190,4734,3.26,2025-03-28 01:35:19
519,hand,Triceps,198,3420,3.74,2025-03-03 11:07:27
441,arm,Triceps,167,634,1.29,2025-04-01 00:50:23
774,hand,Hamstrings,105,3276,2.78,2025-02-12 22:39:29
67,hand,Biceps,329,2535,2.71,2025-03-16 07:11:40
470,arm,Hamstrings,282,1418,0.98,2025-02-01 12:07:25
3,hand,Gastrocnemius,343,820,0.7,2025-03-25 19:30:59
366,arm,Triceps,361,2322,0.88,2025-03-10 18:31:55
647,arm,Quadriceps,426,2649,3.71,2025-02-17 11:00:03
580,leg,Gastrocnemius,169,4394,1.8,2025-03-16 13:05:32
37,arm,Deltoid,144,4709,1.87,2025-03-05 11:14:39
935,hand,Triceps,483,1116,0.86,2025-02-24 17:22:31
377,hand,Biceps,296,4730,2.16,2025-03-27 14:59:20
722,leg,Biceps,364,705,3.32,2025-02-25 03:12:31
257,hand,Hamstrings,470,4567,1.09,2025-03-14 05:45:28
846,leg,Triceps,310,1563,3.84,2025-03-04 15:30:12
459,hand,Triceps,356,4478,1.5,2025-03-19 05:03:22
194,hand,Biceps,54,796,3.92,2025-03-05 15:28:21
955,arm,Biceps,245,3653,0.89,2025-02-07 18:14:07
412,arm,Gastrocnemius,436,4537,0.64,2025-03-06 05:59:38
986,leg,Triceps,234,3628,1.02,2025-03-27 11:05:32
998,hand,Deltoid,179,3580,4.32,2025-02-12 03:59:03
18,hand,Quadriceps,58,1016,4.03,2025-02-09 03:01:52
458,hand,Hamstrings,152,3267,1.94,2025-03-21 15:09:23
136,arm,Deltoid,412,3569,3.17,2025-03-27 22:49:17
871,arm,Gastrocnemius,430,1730,2.88,2025-03-07 17:31:59
902,hand,Deltoid,55,4295,4.38,2025-03-23 22:19:29
781,leg,Biceps,168,2790,2.26,2025-02-24 08:36:25
996,hand,Quadriceps,170,3229,0.88,2025-03-30 19:44:26
650,leg,Triceps,71,2384,4.28,2025-03-21 03:35:13
592,hand,Deltoid,217,1087,3.95,2025-03-07 21:26:24
409,arm,Gastrocnemius,410,4725,1.18,2025-02-01 07:08:24
571,leg,Quadriceps,388,3696,4.03,2025-02-11 04:02:33
18,leg,Gastrocnemius,193,2283,2.13,2025-02-18 22:16:25
904,hand,Gastrocnemius,168,700,4.66,2025-02-22 01:54:56
198,arm,Quadriceps,395,1148,4.94,2025-03-29 14:01:01
608,arm,Gastrocnemius,399,942,1.94,2025-03-17 19:48:00
829,arm,Deltoid,156,4224,0.82,2025-03-25 12:59:36
900,arm,Triceps,390,2317,3.76,2025-03-30 06:30:15
39,arm,Gastrocnemius,369,1851,2.0,2025-03-19 12:04:08
406,arm,Quadriceps,293,4961,3.45,2025-02-07 11:08:46
73,hand,Hamstrings,84,2538,1.41,2025-02-09 09:15:54
862,hand,Hamstrings,384,4878,0.6,2025-03-04 16:40:56
322,arm,Biceps,312,1559,4.87,2025-03-02 11:22:55
338,leg,Hamstrings,126,3887,3.39,2025-02-18 07:05:11
862,leg,Biceps,97,2609,1.39,2025-02-03 14:19:46
174,arm,Biceps,145,4321,4.78,2025-03-16 21:50:09
972,arm,Biceps,186,4886,0.62,2025-03-31 01:35:57
353,hand,Gastrocnemius,217,1548,3.96,2025-02-10 07:39:15
993,arm,Gastrocnemius,218,3646,0.77,2025-02-20 11:09:54
120,arm,Biceps,467,1940,2.65,2025-02-03 15:15:55
187,leg,Hamstrings,247,1786,4.44,2025-02-05 16:01:50
326,hand,Deltoid,400,3959,1.57,2025-03-29 22:51:02
3,arm,Deltoid,223,1855,4.39,2025-02-16 22:37:46
594,hand,Deltoid,308,2080,2.96,2025-03-27 02:45:39
321,leg,Quadriceps,329,3285,2.12,2025-03-24 11:00:05
141,leg,Biceps,269,4045,0.54,2025-03-06 17:19:17
890,leg,Triceps,110,1193,2.92,2025-04-01 00:43:26
877,leg,Quadriceps,241,1429,2.69,2025-02-02 09:22:40
658,arm,Deltoid,172,4898,4.66,2025-02-05 07:56:18
762,leg,Hamstrings,223,2506,1.29,2025-02-08 04:30:10
914,hand,Quadriceps,221,1608,4.58,2025-03-24 08:30:01
42,arm,Gastrocnemius,386,2872,3.2,2025-03-29 06:31:35
174,hand,Quadriceps,211,2420,4.71,2025-03-03 13:09:03
250,leg,Quadriceps,216,1124,1.33,2025-02-15 08:02:45
250,hand,Quadriceps,315,4272,2.37,2025-03-09 11:24:18
58,arm,Hamstrings,85,1020,4.23,2025-02-18 05:12:14
2,leg,Quadriceps,293,669,4.43,2025-03-05 18:00:52
809,arm,Deltoid,389,1004,3.72,2025-02-03 15:28:35
489,leg,Triceps,407,4045,4.05,2025-02-28 07:42:43
594,leg,Deltoid,158,1495,1.29,2025-03-02 05:11:24
423,leg,Gastrocnemius,488,1265,2.26,2025-03-30 01:48:06
814,hand,Biceps,277,4596,2.55,2025-02-16 11:18:09
43,hand,Hamstrings,482,4852,4.16,2025-02-28 02:52:53
228,arm,Biceps,391,4778,2.78,2025-03-07 16:22:36
909,leg,Biceps,291,2890,2.56,2025-02-06 04:44:00
138,hand,Quadriceps,203,1325,1.1,2025-02-03 21:30:34
922,leg,Deltoid,435,2502,4.87,2025-02-22 04:33:42
85,leg,Biceps,121,3764,3.18,2025-03-14 12:03:57
579,hand,Gastrocnemius,110,3165,0.5,2025-03-29 05:31:38
166,hand,Triceps,242,4805,4.5,2025-02-01 10:16:52
411,leg,Triceps,500,4638,1.76,2025-02-12 00:49:09
716,leg,Hamstrings,227,4862,1.99,2025-02-19 20:14:21
136,leg,Biceps,442,4041,1.97,2025-03-24 13:41:58
556,arm,Biceps,134,2674,2.11,2025-03-26 21:41:50
792,hand,Triceps,385,3589,1.23,2025-03-12 14:01:27
792,leg,Quadriceps,63,1384,3.8,2025-02-07 19:09:07
359,hand,Deltoid,467,3789,4.05,2025-03-06 13:43:54
419,hand,Quadriceps,435,3581,2.66,2025-03-08 18:42:10
221,hand,Triceps,205,1322,4.94,2025-02-18 13:07:55
496,hand,Hamstrings,244,1985,2.27,2025-02-20 01:29:10
760,leg,Biceps,280,1262,3.69,2025-03-04 21:30:08
181,leg,Quadriceps,438,4580,2.67,2025-02-18 01:09:54
851,hand,Gastrocnemius,460,570,0.94,2025-03-31 13:06:28
471,arm,Quadriceps,290,3010,3.25,2025-03-16 04:12:36
964,arm,Deltoid,75,4544,1.4,2025-04-01 08:15:08
459,hand,Hamstrings,318,4789,1.97,2025-02-02 07:46:26
100,leg,Deltoid,340,2565,4.79,2025-02-25 17:21:43
993,hand,Hamstrings,462,2587,3.21,2025-02-13 19:06:11
834,arm,Deltoid,170,2671,2.59,2025-02-03 18:27:43
368,leg,Gastrocnemius,106,4449,3.24,2025-03-27 06:29:21
966,arm,Triceps,137,2036,1.78,2025-03-28 11:20:31
554,leg,Hamstrings,447,2513,1.02,2025-03-24 12:24:14
491,hand,Biceps,328,2045,2.62,2025-03-26 13:57:00
670,leg,Gastrocnemius,179,3053,1.46,2025-03-04 23:49:43
918,hand,Quadriceps,316,2762,4.47,2025-02-26 00:17:01
804,arm,Hamstrings,117,3422,1.24,2025-03-25 21:09:48
55,hand,Quadriceps,54,3195,4.13,2025-02-20 13:54:08
485,leg,Biceps,278,3634,3.47,2025-03-01 07:10:17
237,arm,Triceps,239,3302,1.21,2025-03-30 19:50:34
99,leg,Deltoid,54,1585,1.14,2025-03-27 12:05:25
836,hand,Triceps,104,4364,3.16,2025-02-10 06:45:58
336,leg,Gastrocnemius,179,2378,4.41,2025-03-08 08:25:34
179,hand,Deltoid,211,4841,2.13,2025-02-27 03:06:58
868,leg,Gastrocnemius,238,638,3.91,2025-03-11 02:25:28
520,leg,Deltoid,255,946,2.67,2025-03-21 07:12:12
818,hand,Gastrocnemius,479,1824,3.04,2025-03-28 20:59:14
154,hand,Gastrocnemius,416,1099,2.07,2025-03-01 21:59:35
96,hand,Biceps,286,2537,3.11,2025-02-08 23:15:54
929,arm,Biceps,119,2863,4.26,2025-02-18 05:26:36
919,arm,Biceps,105,2982,2.04,2025-02-19 17:10:08
687,arm,Deltoid,467,2659,1.61,2025-03-15 14:20:19
523,hand,Quadriceps,455,905,2.44,2025-02-01 19:58:46
466,hand,Gastrocnemius,269,2094,4.85,2025-02-02 06:04:09
977,hand,Hamstrings,404,1342,4.32,2025-03-26 03:11:05
413,hand,Hamstrings,357,3111,1.47,2025-02-25 20:57:10
716,hand,Gastrocnemius,500,3105,4.64,2025-02-06 21:39:56
410,leg,Quadriceps,408,3831,2.27,2025-03-04 23:58:24
764,arm,Hamstrings,114,2327,3.05,2025-03-26 17:12:16
38,arm,Quadriceps,458,2150,4.14,2025-03-11 17:54:16
810,hand,Hamstrings,289,949,4.21,2025-02-04 16:39:01
991,hand,Deltoid,191,3982,3.39,2025-03-11 23:36:45
102,leg,Triceps,257,4093,3.52,2025-02-16 14:31:26
188,leg,Biceps,74,4212,1.83,2025-02-19 22:13:18
161,leg,Hamstrings,495,4710,3.52,2025-03-23 01:09:08
789,arm,Quadriceps,79,3505,2.37,2025-03-13 02:45:04
72,hand,Hamstrings,493,2797,1.65,2025-02-06 20:43:27
368,hand,Quadriceps,446,3958,0.99,2025-03-05 03:16:48
846,arm,Deltoid,133,2366,2.3,2025-03-17 22:48:16
197,leg,Hamstrings,272,2486,3.31,2025-02-24 13:10:19
239,hand,Quadriceps,236,4604,2.97,2025-03-06 04:14:00
180,hand,Triceps,485,4257,0.74,2025-03-31 20:25:00
360,leg,Deltoid,196,3321,2.88,2025-02-03 23:17:30
137,leg,Triceps,85,3532,3.22,2025-03-25 11:00:14
480,hand,Quadriceps,485,5000,4.4,2025-03-30 09:02:43
112,hand,Triceps,95,3408,2.59,2025-03-10 07:15:11
203,arm,Biceps,222,2732,2.2,2025-04-02 12:56:23
1000,arm,Triceps,410,4443,3.88,2025-03-22 03:01:57
92,arm,Hamstrings,340,2772,4.06,2025-02-17 09:22:34
796,hand,Hamstrings,112,3898,4.3,2025-02-12 15:49:38
449,hand,Hamstrings,341,771,2.18,2025-03-22 05:28:24
544,hand,Biceps,335,1681,1.28,2025-02-16 06:09:10
190,arm,Triceps,394,4744,0.65,2025-03-25 03:13:08
2,leg,Hamstrings,50,2633,4.04,2025-03-02 15:41:06
379,hand,Biceps,122,855,2.16,2025-02-18 06:54:11
589,arm,Hamstrings,289,4229,0.86,2025-03-18 15:31:02
613,arm,Biceps,312,1119,3.47,2025-03-20 02:15:26
908,leg,Triceps,60,4867,1.48,2025-02-11 10:40:20
883,hand,Gastrocnemius,130,1159,1.21,2025-02-02 10:58:46
930,arm,Gastrocnemius,105,2377,0.57,2025-02-15 05:40:56
251,arm,Quadriceps,94,511,1.15,2025-03-03 03:08:25
279,hand,Triceps,275,1836,2.67,2025-03-13 02:10:39
984,leg,Biceps,135,557,3.63,2025-02-14 11:42:16
369,hand,Biceps,134,2864,4.64,2025-03-14 01:31:34
701,hand,Deltoid,430,2399,4.24,2025-03-06 05:22:10
638,hand,Biceps,213,659,4.56,2025-03-09 16:10:40
746,arm,Hamstrings,278,1502,2.89,2025-04-02 01:42:56
63,leg,Deltoid,251,4791,4.31,2025-03-29 06:59:21
514,hand,Gastrocnemius,450,4722,4.57,2025-02-18 22:49:11
385,arm,Triceps,302,4245,2.45,2025-03-05 06:03:36
959,hand,Hamstrings,98,1886,4.65,2025-03-07 03:37:09
978,leg,Deltoid,189,1177,1.24,2025-02-25 07:55:46
549,hand,Triceps,351,2700,4.93,2025-02-26 05:00:47
909,hand,Triceps,319,2325,2.1,2025-02-20 14:39:20
198,arm,Hamstrings,421,4198,0.79,2025-02-26 08:34:25
461,leg,Gastrocnemius,342,1952,2.61,2025-02-03 15:33:57
975,leg,Deltoid,329,1728,4.15,2025-02-15 10:03:50
63,arm,Hamstrings,195,3745,4.48,2025-03-13 06:19:16
760,hand,Gastrocnemius,54,3786,3.52,2025-03-27 09:01:48
491,hand,Quadriceps,380,4858,4.14,2025-02-21 11:00:58
983,arm,Hamstrings,291,3994,0.68,2025-03-02 17:26:55
662,hand,Deltoid,457,3722,4.16,2025-03-21 12:11:49
464,arm,Hamstrings,50,2644,2.52,2025-02-14 12:33:25
463,hand,Gastrocnemius,352,3657,2.35,2025-03-08 05:31:32
561,leg,Deltoid,231,3734,0.69,2025-02-08 05:06:15
455,hand,Triceps,363,4835,1.16,2025-02-21 21:31:54
798,leg,Gastrocnemius,59,4730,4.05,2025-03-08 09:56:06
96,arm,Deltoid,88,3220,1.28,2025-03-07 22:51:44
656,arm,Triceps,210,2523,1.42,2025-03-03 13:58:02
19,hand,Hamstrings,329,4794,1.46,2025-03-26 01:41:36
467,hand,Biceps,50,4365,3.64,2025-04-01 19:01:55
339,leg,Triceps,416,2160,4.71,2025-03-16 17:30:58
383,hand,Gastrocnemius,71,925,1.92,2025-03-22 19:12:26
959,leg,Triceps,78,4744,3.97,2025-02-26 13:55:27
252,arm,Deltoid,165,3658,2.2,2025-02-15 03:09:57
835,arm,Gastrocnemius,451,3304,1.34,2025-03-20 04:17:09
58,leg,Gastrocnemius,230,585,4.55,2025-02-19 11:02:35
296,hand,Triceps,343,1428,2.79,2025-03-07 00:13:23
385,arm,Hamstrings,415,1100,3.24,2025-02-28 22:15:48
621,arm,Quadriceps,341,3868,1.97,2025-03-06 02:13:36
320,leg,Deltoid,171,2281,1.52,2025-02-27 16:40:15
659,leg,Hamstrings,300,1530,3.28,2025-03-21 00:11:31
657,leg,Quadriceps,463,4775,1.13,2025-02-20 17:38:08
482,arm,Triceps,306,4489,3.18,2025-02-22 05:22:02
450,leg,Quadriceps,402,2791,3.99,2025-03-07 09:46:03
283,leg,Triceps,380,607,1.1,2025-03-18 23:55:13
388,arm,Deltoid,165,1129,2.65,2025-03-31 07:20:04
424,arm,Quadriceps,422,3519,0.67,2025-03-11 08:16:02
670,arm,Quadriceps,117,3934,4.6,2025-02-17 13:53:15
304,arm,Hamstrings,316,1788,2.05,2025-03-24 19:23:51
830,leg,Biceps,132,4311,3.79,2025-03-22 03:14:40
617,leg,Biceps,400,3188,1.87,2025-03-28 00:11:52
158,hand,Triceps,92,1786,3.31,2025-02-28 09:00:14
409,hand,Gastrocnemius,300,3348,0.92,2025-02-24 13:46:43
9,arm,Gastrocnemius,105,1482,0.7,2025-03-29 13:30:59
866,leg,Gastrocnemius,179,845,2.97,2025-02-22 22:44:02
79,leg,Hamstrings,238,2099,2.18,2025-02-16 01:43:23
509,leg,Biceps,250,693,2.16,2025-03-01 06:52:29
262,hand,Hamstrings,477,766,2.56,2025-03-02 14:58:21
948,leg,Triceps,154,967,2.33,2025-02-26 03:54:37
23,hand,Deltoid,124,4875,4.26,2025-03-01 19:30:53
703,hand,Deltoid,124,1611,2.54,2025-03-22 08:47:48
937,leg,Deltoid,284,1605,4.8,2025-02-03 13:37:04
984,hand,Quadriceps,496,3792,2.77,2025-02-10 00:11:19
229,hand,Gastrocnemius,229,2852,4.78,2025-02-05 12:19:18
30,arm,Triceps,486,2068,1.22,2025-04-02 14:07:47
994,arm,Triceps,315,2900,4.58,2025-02-20 11:12:43
298,hand,Gastrocnemius,221,568,4.47,2025-02-11 05:37:08
137,arm,Gastrocnemius,402,696,3.46,2025-04-01 15:56:46
351,arm,Biceps,219,4407,4.43,2025-02-26 18:53:11
14,leg,Triceps,245,2667,4.04,2025-03-05 05:51:43
338,hand,Triceps,411,4914,4.89,2025-03-18 18:54:52
470,arm,Hamstrings,231,1216,4.35,2025-02-23 20:19:15
127,leg,Deltoid,183,519,1.08,2025-02-05 19:23:49
506,leg,Biceps,230,3144,4.01,2025-02-01 06:00:53
921,arm,Biceps,283,3392,1.79,2025-02-25 13:43:19
175,arm,Gastrocnemius,245,1923,3.08,2025-02-25 05:02:47
22,leg,Triceps,333,1835,4.36,2025-02-01 22:24:47
651,leg,Hamstrings,472,4276,3.05,2025-03-31 13:50:49
631,leg,Biceps,144,2772,3.79,2025-02-20 18:07:51
485,hand,Hamstrings,334,3102,3.52,2025-04-01 05:45:32
789,hand,Triceps,208,3278,0.77,2025-02-03 06:53:03
317,leg,Hamstrings,297,2293,4.62,2025-04-02 04:34:07
31,leg,Gastrocnemius,449,4290,0.69,2025-04-02 10:33:04
107,leg,Hamstrings,116,1331,3.06,2025-03-20 08:49:21
459,arm,Gastrocnemius,460,1797,0.98,2025-03-25 16:36:07
533,arm,Hamstrings,227,4520,3.9,2025-02-04 04:51:06
804,hand,Quadriceps,233,2150,1.81,2025-03-25 12:02:38
1000,leg,Triceps,385,1971,1.13,2025-03-24 09:02:23
514,leg,Deltoid,433,3192,3.93,2025-02-15 04:41:04
372,hand,Biceps,284,3465,4.61,2025-02-28 08:08:26
994,hand,Hamstrings,375,4536,2.7,2025-02-06 09:53:10
184,leg,Quadriceps,207,1930,2.88,2025-02-19 02:31:49
145,arm,Triceps,234,2454,2.79,2025-03-03 02:55:32
13,hand,Quadriceps,349,3609,3.79,2025-02-06 12:36:57
688,arm,Gastrocnemius,132,4094,0.75,2025-02-18 22:39:00
541,hand,Biceps,474,2631,2.47,2025-04-02 22:09:10
475,arm,Biceps,300,2898,3.1,2025-03-28 14:38:23
491,hand,Deltoid,373,1309,4.37,2025-02-11 07:00:56
320,leg,Quadriceps,158,2233,2.03,2025-02-05 13:52:11
145,arm,Biceps,317,3788,2.98,2025-02-18 13:44:00
185,hand,Hamstrings,113,2646,0.69,2025-02-14 01:13:05
796,leg,Quadriceps,491,3685,1.94,2025-02-16 12:53:35
650,hand,Deltoid,315,2435,0.76,2025-02-22 05:30:10
937,hand,Quadriceps,274,3346,0.69,2025-02-09 04:17:44
548,hand,Quadriceps,170,3411,4.08,2025-02-13 08:48:30
876,arm,Biceps,485,1515,3.86,2025-03-24 20:23:13
991,hand,Biceps,325,2851,3.37,2025-03-31 03:38:11
274,hand,Biceps,380,4207,2.1,2025-03-28 07:38:25
238,leg,Triceps,268,3611,4.54,2025-03-01 14:31:28
859,arm,Hamstrings,307,2337,2.66,2025-02-22 11:16:01
643,leg,Quadriceps,71,1645,3.41,2025-03-20 00:37:03
835,hand,Hamstrings,108,5000,1.08,2025-02-27 00:50:16
866,leg,Gastrocnemius,98,1943,4.65,2025-02-25 20:47:56
994,hand,Quadriceps,264,1824,1.22,2025-02-16 16:20:01
377,arm,Gastrocnemius,130,3661,0.7,2025-03-20 07:38:51
593,leg,Triceps,232,1978,2.51,2025-02-02 01:31:06
307,leg,Gastrocnemius,300,1236,1.7,2025-03-14 10:11:29
807,arm,Gastrocnemius,360,606,2.88,2025-03-22 14:25:51
214,leg,Hamstrings,104,2870,2.23,2025-02-21 08:48:17
970,arm,Gastrocnemius,255,1588,4.13,2025-03-17 05:05:11
711,arm,Gastrocnemius,417,2714,4.71,2025-03-15 02:40:09
42,arm,Biceps,185,3716,2.16,2025-03-17 07:01:12
594,arm,Gastrocnemius,90,3702,3.14,2025-02-07 09:03:38
142,arm,Biceps,284,3573,1.6,2025-03-08 14:15:46
241,hand,Gastrocnemius,81,1541,3.31,2025-03-22 19:20:21
16,hand,Biceps,302,2380,1.99,2025-03-21 06:50:48
182,leg,Biceps,179,4674,2.58,2025-02-10 04:05:48
882,hand,Quadriceps,146,1501,3.61,2025-03-17 07:55:20
685,leg,Gastrocnemius,302,569,4.15,2025-03-18 21:18:22
258,arm,Hamstrings,434,4311,3.0,2025-02-14 10:02:53
931,arm,Biceps,284,4310,4.88,2025-02-11 17:24:45
149,leg,Biceps,141,1550,2.31,2025-02-27 00:07:18
834,hand,Hamstrings,251,1408,1.04,2025-02-08 17:04:00
219,hand,Biceps,372,2775,4.91,2025-03-08 16:36:40
766,leg,Hamstrings,171,3318,1.94,2025-03-05 02:42:56
441,leg,Deltoid,232,4488,4.57,2025-03-19 04:12:10
973,hand,Deltoid,98,1469,2.51,2025-03-04 10:13:59
323,hand,Triceps,497,2244,1.65,2025-03-29 11:24:13
594,arm,Biceps,338,2061,4.4,2025-02-24 21:15:37
983,leg,Triceps,365,1511,2.88,2025-03-18 02:44:09
51,leg,Hamstrings,459,525,4.27,2025-02-21 15:20:58
934,arm,Quadriceps,384,782,0.77,2025-03-28 14:08:28
791,hand,Deltoid,350,1895,3.73,2025-03-26 23:03:30
230,hand,Quadriceps,190,4277,1.02,2025-02-06 14:39:20
149,arm,Quadriceps,207,509,1.14,2025-03-07 09:03:04
920,hand,Quadriceps,432,3269,2.17,2025-02-04 06:34:00
300,hand,Gastrocnemius,429,633,1.99,2025-03-05 19:48:18
922,hand,Gastrocnemius,122,4711,2.79,2025-02-04 12:32:43
747,leg,Hamstrings,231,2174,4.62,2025-02-28 19:46:31
174,arm,Biceps,112,4401,2.58,2025-03-02 21:39:27
888,arm,Biceps,133,3080,1.17,2025-03-13 20:52:02
756,leg,Deltoid,195,2215,0.73,2025-03-07 02:02:04
61,leg,Triceps,482,3096,1.49,2025-02-15 14:30:05
306,arm,Hamstrings,348,3338,3.02,2025-03-24 18:28:01
911,hand,Gastrocnemius,313,2675,3.4,2025-03-10 23:51:15
819,hand,Quadriceps,180,2988,3.76,2025-03-28 02:10:00
904,leg,Gastrocnemius,236,3631,2.21,2025-03-24 12:57:59
664,hand,Gastrocnemius,257,1699,3.01,2025-02-28 11:06:44
934,leg,Deltoid,176,1820,4.9,2025-04-01 15:27:47
293,hand,Gastrocnemius,113,771,2.73,2025-03-22 05:28:46
595,hand,Hamstrings,403,2200,0.74,2025-02-27 02:00:33
743,hand,Gastrocnemius,256,3480,0.93,2025-03-11 06:44:29
625,leg,Biceps,187,4315,1.77,2025-03-07 05:20:19
600,arm,Biceps,420,4234,4.26,2025-02-04 05:25:08
204,leg,Quadriceps,304,1705,4.73,2025-02-03 07:04:06
988,arm,Triceps,452,1747,4.53,2025-02-01 16:41:13
504,hand,Gastrocnemius,472,1726,4.1,2025-04-01 19:17:17
815,leg,Gastrocnemius,374,3937,3.52,2025-03-31 00:08:11
891,arm,Triceps,498,1163,1.53,2025-02-08 20:01:47
115,arm,Biceps,96,1686,4.59,2025-02-24 05:26:14
888,arm,Biceps,66,3363,2.44,2025-02-11 15:33:53
891,hand,Deltoid,490,4418,1.79,2025-03-03 09:57:38
825,hand,Biceps,231,4459,1.6,2025-03-30 08:33:57
535,leg,Hamstrings,65,1063,0.81,2025-02-08 08:16:53
389,leg,Hamstrings,57,1622,3.43,2025-02-12 01:02:28
949,arm,Gastrocnemius,230,3510,2.14,2025-03-03 07:54:30
711,arm,Quadriceps,150,830,2.72,2025-03-21 01:44:17
537,arm,Quadriceps,465,952,3.54,2025-02-17 05:17:03
202,arm,Quadriceps,445,3825,1.47,2025-03-21 05:59:17
299,arm,Deltoid,164,2365,1.93,2025-03-17 14:27:31
948,hand,Gastrocnemius,455,3428,1.65,2025-02-08 23:17:24
229,arm,Biceps,327,3617,4.75,2025-03-07 20:39:22
174,arm,Gastrocnemius,299,1637,1.41,2025-02-08 05:03:17
602,leg,Deltoid,119,2383,3.44,2025-03-16 03:33:03
917,leg,Quadriceps,414,4363,2.14,2025-03-22 03:38:36
945,hand,Hamstrings,333,4848,1.32,2025-03-06 00:20:26
382,arm,Hamstrings,497,1429,2.35,2025-02-12 14:23:43
460,leg,Deltoid,115,2687,0.61,2025-03-02 03:03:19
682,hand,Deltoid,123,3900,3.09,2025-04-01 08:17:05
813,hand,Hamstrings,413,1101,1.9,2025-02-05 06:22:20
906,arm,Quadriceps,202,2049,4.66,2025-03-07 15:45:30
941,leg,Quadriceps,183,1903,0.6,2025-03-27 02:14:33
398,hand,Deltoid,492,2148,3.15,2025-02-26 16:08:44
525,leg,Triceps,198,3163,3.82,2025-03-21 10:16:50
73,hand,Gastrocnemius,307,2763,3.74,2025-02-06 17:38:58
997,leg,Gastrocnemius,237,2244,3.94,2025-02-23 01:14:09
919,hand,Gastrocnemius,444,2978,3.27,2025-03-10 12:24:43
760,arm,Triceps,120,2373,3.63,2025-04-02 05:43:03
702,arm,Deltoid,187,1060,0.69,2025-02-23 17:16:14
536,arm,Hamstrings,292,4586,0.96,2025-03-18 11:14:04
709,arm,Quadriceps,478,4764,3.89,2025-02-04 01:51:41
684,leg,Quadriceps,242,2351,1.61,2025-03-07 18:50:53
817,arm,Hamstrings,430,590,0.77,2025-03-28 12:52:10
